instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
10962,2012-04-06,Summer,2012,Apr,21,No,Fri,Working Day,Clear,18.04,21.97,26.0,8.9981,54.0,136.0,190.0,Afternoon
10963,2012-04-06,Summer,2012,Apr,22,No,Fri,Working Day,Clear,16.400000000000002,20.455000000000002,35.0,15.001299999999999,34.0,124.0,158.0,Afternoon
10964,2012-04-06,Summer,2012,Apr,23,No,Fri,Working Day,Clear,17.22,21.21,30.0,19.0012,21.0,92.0,113.0,Afternoon
10965,2012-04-07,Summer,2012,Apr,0,No,Sat,Holiday,Clear,17.22,21.21,26.0,19.999499999999998,9.0,85.0,94.0,Midnight
10966,2012-04-07,Summer,2012,Apr,1,No,Sat,Holiday,Clear,16.400000000000002,20.455000000000002,28.000000000000004,16.997899999999998,9.0,60.0,69.0,Midnight
10967,2012-04-07,Summer,2012,Apr,2,No,Sat,Holiday,Clear,14.76,16.665,28.999999999999996,23.9994,11.0,25.0,36.0,Midnight
10968,2012-04-07,Summer,2012,Apr,3,No,Sat,Holiday,Clear,14.76,16.665,32.0,16.997899999999998,7.0,21.0,28.0,Midnight
10969,2012-04-07,Summer,2012,Apr,4,No,Sat,Holiday,Clear,13.120000000000001,15.909999999999998,36.0,11.0014,3.0,4.0,7.0,Midnight
10970,2012-04-07,Summer,2012,Apr,5,No,Sat,Holiday,Clear,13.120000000000001,15.909999999999998,33.0,11.0014,0.0,2.0,2.0,Midnight
10971,2012-04-07,Summer,2012,Apr,6,No,Sat,Holiday,Clear,13.120000000000001,15.909999999999998,36.0,12.998000000000001,1.0,18.0,19.0,Morning
10972,2012-04-07,Summer,2012,Apr,7,No,Sat,Holiday,Clear,13.120000000000001,15.15,33.0,19.0012,14.0,40.0,54.0,Morning
10973,2012-04-07,Summer,2012,Apr,8,No,Sat,Holiday,Clear,13.940000000000001,15.909999999999998,34.0,16.997899999999998,29.0,94.0,123.0,Morning
10974,2012-04-07,Summer,2012,Apr,9,No,Sat,Holiday,Clear,16.400000000000002,20.455000000000002,30.0,16.997899999999998,103.0,173.0,276.0,Morning
10975,2012-04-07,Summer,2012,Apr,10,No,Sat,Holiday,Clear,17.22,21.21,28.000000000000004,16.997899999999998,114.0,176.0,363.0,Morning
10976,2012-04-07,Summer,2012,Apr,11,No,Sat,Holiday,Clear,18.04,21.97,24.0,19.999499999999998,114.0,244.0,495.0,Morning
10977,2012-04-07,Summer,2012,Apr,12,No,Sat,Holiday,Clear,18.86,22.725,23.0,26.0027,114.0,270.0,590.0,Noon
10978,2012-04-07,Summer,2012,Apr,13,No,Sat,Holiday,Clear,20.5,24.240000000000002,22.0,12.998000000000001,114.0,288.0,642.5,Noon
10979,2012-04-07,Summer,2012,Apr,14,No,Sat,Holiday,Clear,20.5,24.240000000000002,22.0,19.999499999999998,114.0,252.0,578.0,Noon
10980,2012-04-07,Summer,2012,Apr,15,No,Sat,Holiday,Clear,21.32,25.0,19.0,27.999299999999998,114.0,305.0,626.0,Noon
10981,2012-04-07,Summer,2012,Apr,16,No,Sat,Holiday,Clear,22.14,25.759999999999998,19.0,26.0027,114.0,261.0,615.0,Noon
10982,2012-04-07,Summer,2012,Apr,17,No,Sat,Holiday,Clear,22.14,25.759999999999998,19.0,27.999299999999998,114.0,268.0,567.0,Noon
10983,2012-04-07,Summer,2012,Apr,18,No,Sat,Holiday,Clear,22.14,25.759999999999998,18.0,19.999499999999998,114.0,290.0,517.0,Afternoon
10984,2012-04-07,Summer,2012,Apr,19,No,Sat,Holiday,Clear,22.14,25.759999999999998,16.0,22.0028,114.0,243.0,413.0,Afternoon
10985,2012-04-07,Summer,2012,Apr,20,No,Sat,Holiday,Clear,20.5,24.240000000000002,20.0,15.001299999999999,73.0,135.0,208.0,Afternoon
10986,2012-04-07,Summer,2012,Apr,21,No,Sat,Holiday,Clear,20.5,24.240000000000002,20.0,12.998000000000001,75.0,159.0,234.0,Afternoon
10987,2012-04-07,Summer,2012,Apr,22,No,Sat,Holiday,Clear,19.68,23.485,20.0,12.998000000000001,76.0,106.0,182.0,Afternoon
10988,2012-04-07,Summer,2012,Apr,23,No,Sat,Holiday,Clear,18.86,22.725,23.0,15.001299999999999,32.0,86.0,118.0,Afternoon
10989,2012-04-08,Summer,2012,Apr,0,No,Sun,Holiday,Clear,18.04,21.97,24.0,15.001299999999999,21.0,64.0,85.0,Midnight
10990,2012-04-08,Summer,2012,Apr,1,No,Sun,Holiday,Clear,18.04,21.97,24.0,15.001299999999999,14.0,50.0,64.0,Midnight
10991,2012-04-08,Summer,2012,Apr,2,No,Sun,Holiday,Clear,18.04,21.97,24.0,15.001299999999999,7.0,25.0,32.0,Midnight
10992,2012-04-08,Summer,2012,Apr,3,No,Sun,Holiday,Clear,17.22,21.21,26.0,8.9981,8.0,18.0,26.0,Midnight
10993,2012-04-08,Summer,2012,Apr,4,No,Sun,Holiday,Clear,16.400000000000002,20.455000000000002,40.0,0.0,0.0,7.0,7.0,Midnight
10994,2012-04-08,Summer,2012,Apr,5,No,Sun,Holiday,Clear,15.58,19.695,46.0,0.0,4.0,8.0,12.0,Midnight
10995,2012-04-08,Summer,2012,Apr,6,No,Sun,Holiday,Clear,14.76,18.94,37.0,0.0,7.0,21.0,28.0,Morning
10996,2012-04-08,Summer,2012,Apr,7,No,Sun,Holiday,Clear,15.58,19.695,27.0,11.0014,12.0,25.0,37.0,Morning
10997,2012-04-08,Summer,2012,Apr,8,No,Sun,Holiday,Clear,16.400000000000002,20.455000000000002,30.0,12.998000000000001,19.0,65.0,84.0,Morning
10998,2012-04-08,Summer,2012,Apr,9,No,Sun,Holiday,Clear,18.04,21.97,26.0,15.001299999999999,71.0,108.0,179.0,Morning
10999,2012-04-08,Summer,2012,Apr,10,No,Sun,Holiday,Clear,20.5,24.240000000000002,25.0,15.001299999999999,113.0,186.0,299.0,Morning
11000,2012-04-08,Summer,2012,Apr,11,No,Sun,Holiday,Clear,20.5,24.240000000000002,25.0,19.0012,114.0,209.0,404.0,Morning
11001,2012-04-08,Summer,2012,Apr,12,No,Sun,Holiday,Clear,22.14,25.759999999999998,24.0,16.997899999999998,114.0,259.0,457.0,Noon
11002,2012-04-08,Summer,2012,Apr,13,No,Sun,Holiday,Clear,23.779999999999998,27.275,23.0,11.0014,114.0,254.0,483.0,Noon
11003,2012-04-08,Summer,2012,Apr,14,No,Sun,Holiday,Clear,24.599999999999998,29.544999999999998,18.0,30.002599999999997,114.0,249.0,503.0,Noon
11004,2012-04-08,Summer,2012,Apr,15,No,Sun,Holiday,Clear,25.419999999999998,30.305,17.0,23.9994,114.0,226.0,486.0,Noon
11005,2012-04-08,Summer,2012,Apr,16,No,Sun,Holiday,Clear,26.240000000000002,30.305,19.0,22.0028,114.0,244.0,476.0,Noon
11006,2012-04-08,Summer,2012,Apr,17,No,Sun,Holiday,Clear,25.419999999999998,30.305,22.0,19.999499999999998,114.0,226.0,411.0,Noon
11007,2012-04-08,Summer,2012,Apr,18,No,Sun,Holiday,Clear,25.419999999999998,30.305,25.0,22.0028,114.0,159.0,310.0,Afternoon
11008,2012-04-08,Summer,2012,Apr,19,No,Sun,Holiday,Clear,24.599999999999998,30.305,23.0,26.0027,89.0,187.0,276.0,Afternoon
11009,2012-04-08,Summer,2012,Apr,20,No,Sun,Holiday,Clear,22.96,26.515,28.000000000000004,27.999299999999998,65.0,146.0,211.0,Afternoon
11010,2012-04-08,Summer,2012,Apr,21,No,Sun,Holiday,Clear,21.32,25.0,34.0,15.001299999999999,53.0,77.0,130.0,Afternoon
11011,2012-04-08,Summer,2012,Apr,22,No,Sun,Holiday,Clear,20.5,24.240000000000002,36.0,15.001299999999999,33.0,85.0,118.0,Afternoon
11012,2012-04-08,Summer,2012,Apr,23,No,Sun,Holiday,Clear,20.5,24.240000000000002,39.0,16.997899999999998,10.0,41.0,51.0,Afternoon
11013,2012-04-09,Summer,2012,Apr,0,No,Mon,Working Day,Clear,19.68,23.485,39.0,19.0012,8.0,29.0,37.0,Midnight
11014,2012-04-09,Summer,2012,Apr,1,No,Mon,Working Day,Clear,18.86,22.725,41.0,8.9981,4.0,12.0,16.0,Midnight
11015,2012-04-09,Summer,2012,Apr,2,No,Mon,Working Day,Clear,18.86,22.725,31.0,12.998000000000001,2.0,4.0,6.0,Midnight
11016,2012-04-09,Summer,2012,Apr,3,No,Mon,Working Day,Clear,18.04,21.97,30.0,11.0014,0.0,3.0,3.0,Midnight
11017,2012-04-09,Summer,2012,Apr,4,No,Mon,Working Day,Clear,18.04,21.97,24.0,12.998000000000001,2.0,3.0,5.0,Midnight
11018,2012-04-09,Summer,2012,Apr,5,No,Mon,Working Day,Clear,18.04,21.97,24.0,12.998000000000001,2.0,30.0,32.0,Midnight
11019,2012-04-09,Summer,2012,Apr,6,No,Mon,Working Day,Clear,17.22,21.21,26.0,15.001299999999999,3.0,108.0,111.0,Morning
11020,2012-04-09,Summer,2012,Apr,7,No,Mon,Working Day,Clear,17.22,21.21,28.000000000000004,12.998000000000001,11.0,320.0,331.0,Morning
11021,2012-04-09,Summer,2012,Apr,8,No,Mon,Working Day,Clear,18.04,21.97,30.0,12.998000000000001,22.0,499.0,617.0,Morning
11022,2012-04-09,Summer,2012,Apr,9,No,Mon,Working Day,Clear,18.86,22.725,31.0,23.9994,50.0,236.0,286.0,Morning
11023,2012-04-09,Summer,2012,Apr,10,No,Mon,Working Day,Clear,20.5,24.240000000000002,27.0,31.9925,65.0,113.0,178.0,Morning
11024,2012-04-09,Summer,2012,Apr,11,No,Mon,Working Day,Clear,21.32,25.0,27.0,27.999299999999998,96.0,127.0,223.0,Morning
11025,2012-04-09,Summer,2012,Apr,12,No,Mon,Working Day,Clear,22.14,25.759999999999998,28.000000000000004,31.9925,94.0,186.0,280.0,Noon
11026,2012-04-09,Summer,2012,Apr,13,No,Mon,Working Day,Clear,22.14,25.759999999999998,28.000000000000004,31.9925,108.0,173.0,281.0,Noon
11027,2012-04-09,Summer,2012,Apr,14,No,Mon,Working Day,Clear,22.96,26.515,28.000000000000004,31.9925,66.0,152.0,218.0,Noon
11028,2012-04-09,Summer,2012,Apr,15,No,Mon,Working Day,Clear,23.779999999999998,27.275,28.000000000000004,31.9925,82.0,173.0,255.0,Noon
11029,2012-04-09,Summer,2012,Apr,16,No,Mon,Working Day,Clear,22.96,26.515,30.0,27.999299999999998,81.0,310.0,391.0,Noon
11030,2012-04-09,Summer,2012,Apr,17,No,Mon,Working Day,Clear,22.14,25.759999999999998,32.0,27.999299999999998,67.0,499.0,632.0,Noon
11031,2012-04-09,Summer,2012,Apr,18,No,Mon,Working Day,Clear,22.14,25.759999999999998,34.0,19.999499999999998,60.0,499.0,642.5,Afternoon
11032,2012-04-09,Summer,2012,Apr,19,No,Mon,Working Day,Clear,21.32,25.0,34.0,23.9994,35.0,386.0,421.0,Afternoon
11033,2012-04-09,Summer,2012,Apr,20,No,Mon,Working Day,Clear,20.5,24.240000000000002,36.0,30.002599999999997,21.0,255.0,276.0,Afternoon
11034,2012-04-09,Summer,2012,Apr,21,No,Mon,Working Day,Light rain/snow,19.68,23.485,41.0,27.999299999999998,14.0,151.0,165.0,Afternoon
11035,2012-04-09,Summer,2012,Apr,22,No,Mon,Working Day,Mist,18.86,22.725,41.0,31.9925,6.0,102.0,108.0,Afternoon
11036,2012-04-09,Summer,2012,Apr,23,No,Mon,Working Day,Clear,18.04,21.97,44.0,19.999499999999998,6.0,61.0,67.0,Afternoon
11037,2012-04-10,Summer,2012,Apr,0,No,Tue,Working Day,Mist,18.04,21.97,47.0,19.0012,3.0,23.0,26.0,Midnight
11038,2012-04-10,Summer,2012,Apr,1,No,Tue,Working Day,Clear,17.22,21.21,50.0,15.001299999999999,0.0,9.0,9.0,Midnight
11039,2012-04-10,Summer,2012,Apr,2,No,Tue,Working Day,Clear,14.76,17.424999999999997,71.0,8.9981,0.0,2.0,2.0,Midnight
11040,2012-04-10,Summer,2012,Apr,3,No,Tue,Working Day,Clear,14.76,17.424999999999997,71.0,8.9981,0.0,2.0,2.0,Midnight
11041,2012-04-10,Summer,2012,Apr,4,No,Tue,Working Day,Clear,13.940000000000001,16.665,71.0,8.9981,0.0,2.0,2.0,Midnight
11042,2012-04-10,Summer,2012,Apr,5,No,Tue,Working Day,Clear,13.940000000000001,16.665,71.0,8.9981,0.0,24.0,24.0,Midnight
11043,2012-04-10,Summer,2012,Apr,6,No,Tue,Working Day,Clear,13.940000000000001,17.424999999999997,71.0,7.0015,3.0,100.0,103.0,Morning
11044,2012-04-10,Summer,2012,Apr,7,No,Tue,Working Day,Clear,13.940000000000001,17.424999999999997,71.0,7.0015,16.0,368.0,384.0,Morning
11045,2012-04-10,Summer,2012,Apr,8,No,Tue,Working Day,Clear,15.58,19.695,62.0,8.9981,22.0,499.0,642.5,Morning
11046,2012-04-10,Summer,2012,Apr,9,No,Tue,Working Day,Clear,17.22,21.21,67.0,12.998000000000001,16.0,303.0,319.0,Morning
11047,2012-04-10,Summer,2012,Apr,10,No,Tue,Working Day,Clear,18.86,22.725,47.0,11.0014,49.0,132.0,181.0,Morning
11048,2012-04-10,Summer,2012,Apr,11,No,Tue,Working Day,Clear,20.5,24.240000000000002,36.0,0.0,78.0,161.0,239.0,Morning
11049,2012-04-10,Summer,2012,Apr,12,No,Tue,Working Day,Clear,22.14,25.759999999999998,22.0,19.0012,75.0,184.0,259.0,Noon
11050,2012-04-10,Summer,2012,Apr,13,No,Tue,Working Day,Clear,21.32,25.0,23.0,11.0014,81.0,202.0,283.0,Noon
11051,2012-04-10,Summer,2012,Apr,14,No,Tue,Working Day,Clear,22.14,25.759999999999998,24.0,12.998000000000001,75.0,149.0,224.0,Noon
11052,2012-04-10,Summer,2012,Apr,15,No,Tue,Working Day,Clear,22.96,26.515,21.0,19.999499999999998,46.0,157.0,203.0,Noon
11053,2012-04-10,Summer,2012,Apr,16,No,Tue,Working Day,Clear,23.779999999999998,27.275,21.0,16.997899999999998,66.0,296.0,362.0,Noon
11054,2012-04-10,Summer,2012,Apr,17,No,Tue,Working Day,Clear,22.96,26.515,21.0,31.9925,88.0,499.0,642.5,Noon
11055,2012-04-10,Summer,2012,Apr,18,No,Tue,Working Day,Clear,22.14,25.759999999999998,22.0,27.999299999999998,78.0,499.0,642.5,Afternoon
11056,2012-04-10,Summer,2012,Apr,19,No,Tue,Working Day,Clear,21.32,25.0,20.0,23.9994,51.0,428.0,479.0,Afternoon
11057,2012-04-10,Summer,2012,Apr,20,No,Tue,Working Day,Clear,18.86,22.725,28.000000000000004,26.0027,34.0,248.0,282.0,Afternoon
11058,2012-04-10,Summer,2012,Apr,21,No,Tue,Working Day,Clear,18.04,21.97,30.0,30.002599999999997,15.0,191.0,206.0,Afternoon
11059,2012-04-10,Summer,2012,Apr,22,No,Tue,Working Day,Clear,16.400000000000002,20.455000000000002,37.0,31.9925,9.0,118.0,127.0,Afternoon
11060,2012-04-10,Summer,2012,Apr,23,No,Tue,Working Day,Clear,14.76,16.665,40.0,27.999299999999998,14.0,48.0,62.0,Afternoon
11061,2012-04-11,Summer,2012,Apr,0,No,Wed,Working Day,Clear,13.940000000000001,15.15,36.0,27.999299999999998,8.0,22.0,30.0,Midnight
11062,2012-04-11,Summer,2012,Apr,1,No,Wed,Working Day,Clear,13.940000000000001,15.909999999999998,39.0,19.0012,3.0,9.0,12.0,Midnight
11063,2012-04-11,Summer,2012,Apr,2,No,Wed,Working Day,Clear,13.120000000000001,15.15,45.0,19.0012,0.0,2.0,2.0,Midnight
11064,2012-04-11,Summer,2012,Apr,3,No,Wed,Working Day,Clear,12.299999999999999,14.395,49.0,15.001299999999999,0.0,2.0,2.0,Midnight
11065,2012-04-11,Summer,2012,Apr,5,No,Wed,Working Day,Clear,11.48,13.635,56.00000000000001,12.998000000000001,1.0,26.0,27.0,Midnight
11066,2012-04-11,Summer,2012,Apr,6,No,Wed,Working Day,Clear,11.48,14.395,56.00000000000001,7.0015,3.0,103.0,106.0,Morning
11067,2012-04-11,Summer,2012,Apr,7,No,Wed,Working Day,Clear,11.48,14.395,52.0,8.9981,18.0,303.0,321.0,Morning
11068,2012-04-11,Summer,2012,Apr,8,No,Wed,Working Day,Clear,12.299999999999999,14.395,49.0,15.001299999999999,14.0,499.0,595.0,Morning
11069,2012-04-11,Summer,2012,Apr,9,No,Wed,Working Day,Mist,13.120000000000001,15.15,49.0,19.999499999999998,20.0,282.0,302.0,Morning
11070,2012-04-11,Summer,2012,Apr,10,No,Wed,Working Day,Mist,13.940000000000001,15.15,49.0,22.0028,26.0,127.0,153.0,Morning
11071,2012-04-11,Summer,2012,Apr,11,No,Wed,Working Day,Mist,15.58,19.695,43.0,22.0028,38.0,142.0,180.0,Morning
11072,2012-04-11,Summer,2012,Apr,12,No,Wed,Working Day,Mist,14.76,16.665,46.0,26.0027,35.0,147.0,182.0,Noon
11073,2012-04-11,Summer,2012,Apr,13,No,Wed,Working Day,Mist,16.400000000000002,20.455000000000002,40.0,23.9994,16.0,147.0,163.0,Noon
11074,2012-04-11,Summer,2012,Apr,14,No,Wed,Working Day,Clear,14.76,17.424999999999997,56.99999999999999,12.998000000000001,34.0,101.0,135.0,Noon
11075,2012-04-11,Summer,2012,Apr,15,No,Wed,Working Day,Light rain/snow,15.58,19.695,46.0,15.001299999999999,50.0,152.0,202.0,Noon
11076,2012-04-11,Summer,2012,Apr,16,No,Wed,Working Day,Clear,18.04,21.97,33.0,19.999499999999998,51.0,256.0,307.0,Noon
11077,2012-04-11,Summer,2012,Apr,17,No,Wed,Working Day,Clear,17.22,21.21,35.0,26.0027,52.0,499.0,579.0,Noon
11078,2012-04-11,Summer,2012,Apr,18,No,Wed,Working Day,Light rain/snow,16.400000000000002,20.455000000000002,43.0,27.999299999999998,39.0,499.0,585.0,Afternoon
11079,2012-04-11,Summer,2012,Apr,19,No,Wed,Working Day,Clear,16.400000000000002,20.455000000000002,40.0,23.9994,28.0,356.0,384.0,Afternoon
11080,2012-04-11,Summer,2012,Apr,20,No,Wed,Working Day,Clear,14.76,16.665,46.0,22.0028,22.0,213.0,235.0,Afternoon
11081,2012-04-11,Summer,2012,Apr,21,No,Wed,Working Day,Clear,13.940000000000001,15.15,56.99999999999999,26.0027,11.0,154.0,165.0,Afternoon
11082,2012-04-11,Summer,2012,Apr,22,No,Wed,Working Day,Clear,13.940000000000001,15.15,56.99999999999999,22.0028,4.0,130.0,134.0,Afternoon
11083,2012-04-11,Summer,2012,Apr,23,No,Wed,Working Day,Clear,13.940000000000001,15.15,56.99999999999999,19.999499999999998,9.0,52.0,61.0,Afternoon
11084,2012-04-12,Summer,2012,Apr,0,No,Thu,Working Day,Clear,13.120000000000001,15.15,66.0,19.0012,1.0,22.0,23.0,Midnight
11085,2012-04-12,Summer,2012,Apr,1,No,Thu,Working Day,Clear,13.120000000000001,15.15,66.0,15.001299999999999,2.0,7.0,9.0,Midnight
11086,2012-04-12,Summer,2012,Apr,2,No,Thu,Working Day,Clear,13.120000000000001,15.15,61.0,19.0012,0.0,4.0,4.0,Midnight
11087,2012-04-12,Summer,2012,Apr,3,No,Thu,Working Day,Clear,13.120000000000001,15.15,61.0,16.997899999999998,2.0,3.0,5.0,Midnight
11088,2012-04-12,Summer,2012,Apr,4,No,Thu,Working Day,Clear,12.299999999999999,14.395,61.0,15.001299999999999,0.0,1.0,1.0,Midnight
11089,2012-04-12,Summer,2012,Apr,5,No,Thu,Working Day,Clear,12.299999999999999,14.395,61.0,15.001299999999999,0.0,21.0,21.0,Midnight
11090,2012-04-12,Summer,2012,Apr,6,No,Thu,Working Day,Clear,12.299999999999999,14.395,65.0,16.997899999999998,2.0,94.0,96.0,Morning
11091,2012-04-12,Summer,2012,Apr,7,No,Thu,Working Day,Clear,12.299999999999999,13.635,65.0,22.0028,12.0,294.0,306.0,Morning
11092,2012-04-12,Summer,2012,Apr,8,No,Thu,Working Day,Clear,13.120000000000001,15.15,66.0,22.0028,20.0,499.0,624.0,Morning
11093,2012-04-12,Summer,2012,Apr,9,No,Thu,Working Day,Clear,14.76,16.665,56.99999999999999,23.9994,16.0,271.0,287.0,Morning
11094,2012-04-12,Summer,2012,Apr,10,No,Thu,Working Day,Clear,16.400000000000002,20.455000000000002,50.0,19.999499999999998,38.0,103.0,141.0,Morning
11095,2012-04-12,Summer,2012,Apr,11,No,Thu,Working Day,Clear,17.22,21.21,47.0,19.999499999999998,50.0,174.0,224.0,Morning
11096,2012-04-12,Summer,2012,Apr,12,No,Thu,Working Day,Clear,18.86,22.725,41.0,30.002599999999997,60.0,199.0,259.0,Noon
11097,2012-04-12,Summer,2012,Apr,13,No,Thu,Working Day,Clear,19.68,23.485,36.0,30.002599999999997,55.0,148.0,203.0,Noon
11098,2012-04-12,Summer,2012,Apr,14,No,Thu,Working Day,Clear,20.5,24.240000000000002,31.0,22.0028,74.0,150.0,224.0,Noon
11099,2012-04-12,Summer,2012,Apr,15,No,Thu,Working Day,Clear,19.68,23.485,31.0,16.997899999999998,42.0,169.0,211.0,Noon
11100,2012-04-12,Summer,2012,Apr,16,No,Thu,Working Day,Clear,19.68,23.485,31.0,19.0012,54.0,299.0,353.0,Noon
11101,2012-04-12,Summer,2012,Apr,17,No,Thu,Working Day,Clear,20.5,24.240000000000002,27.0,26.0027,60.0,499.0,642.5,Noon
11102,2012-04-12,Summer,2012,Apr,18,No,Thu,Working Day,Clear,20.5,24.240000000000002,27.0,26.0027,63.0,499.0,610.0,Afternoon
11103,2012-04-12,Summer,2012,Apr,19,No,Thu,Working Day,Clear,18.86,22.725,31.0,19.999499999999998,50.0,383.0,433.0,Afternoon
11104,2012-04-12,Summer,2012,Apr,20,No,Thu,Working Day,Clear,18.04,21.97,33.0,16.997899999999998,26.0,254.0,280.0,Afternoon
11105,2012-04-12,Summer,2012,Apr,21,No,Thu,Working Day,Clear,17.22,21.21,35.0,8.9981,13.0,174.0,187.0,Afternoon
11106,2012-04-12,Summer,2012,Apr,22,No,Thu,Working Day,Clear,17.22,21.21,35.0,12.998000000000001,15.0,143.0,158.0,Afternoon
11107,2012-04-12,Summer,2012,Apr,23,No,Thu,Working Day,Clear,17.22,21.21,35.0,12.998000000000001,8.0,86.0,94.0,Afternoon
11108,2012-04-13,Summer,2012,Apr,0,No,Fri,Working Day,Clear,16.400000000000002,20.455000000000002,37.0,16.997899999999998,14.0,41.0,55.0,Midnight
11109,2012-04-13,Summer,2012,Apr,1,No,Fri,Working Day,Clear,14.76,17.424999999999997,46.0,12.998000000000001,2.0,28.0,30.0,Midnight
11110,2012-04-13,Summer,2012,Apr,2,No,Fri,Working Day,Clear,13.940000000000001,16.665,49.0,12.998000000000001,6.0,5.0,11.0,Midnight
11111,2012-04-13,Summer,2012,Apr,3,No,Fri,Working Day,Clear,13.940000000000001,16.665,61.0,11.0014,3.0,8.0,11.0,Midnight
11112,2012-04-13,Summer,2012,Apr,4,No,Fri,Working Day,Mist,13.940000000000001,16.665,53.0,8.9981,1.0,4.0,5.0,Midnight
11113,2012-04-13,Summer,2012,Apr,5,No,Fri,Working Day,Mist,13.940000000000001,16.665,53.0,11.0014,2.0,19.0,21.0,Midnight
11114,2012-04-13,Summer,2012,Apr,6,No,Fri,Working Day,Clear,13.120000000000001,15.909999999999998,56.99999999999999,11.0014,0.0,84.0,84.0,Morning
11115,2012-04-13,Summer,2012,Apr,7,No,Fri,Working Day,Clear,13.940000000000001,15.909999999999998,61.0,15.001299999999999,13.0,283.0,296.0,Morning
11116,2012-04-13,Summer,2012,Apr,8,No,Fri,Working Day,Clear,15.58,19.695,46.0,11.0014,24.0,499.0,563.0,Morning
11117,2012-04-13,Summer,2012,Apr,9,No,Fri,Working Day,Clear,17.22,21.21,41.0,11.0014,36.0,294.0,330.0,Morning
11118,2012-04-13,Summer,2012,Apr,10,No,Fri,Working Day,Clear,18.04,21.97,38.0,12.998000000000001,59.0,133.0,192.0,Morning
11119,2012-04-13,Summer,2012,Apr,11,No,Fri,Working Day,Clear,18.86,22.725,36.0,8.9981,75.0,158.0,233.0,Morning
11120,2012-04-13,Summer,2012,Apr,12,No,Fri,Working Day,Clear,20.5,24.240000000000002,31.0,0.0,104.0,218.0,322.0,Noon
11121,2012-04-13,Summer,2012,Apr,13,No,Fri,Working Day,Clear,21.32,25.0,27.0,19.0012,112.0,246.0,358.0,Noon
11122,2012-04-13,Summer,2012,Apr,14,No,Fri,Working Day,Clear,21.32,25.0,27.0,0.0,114.0,223.0,348.0,Noon
11123,2012-04-13,Summer,2012,Apr,15,No,Fri,Working Day,Clear,22.14,25.759999999999998,28.000000000000004,16.997899999999998,114.0,237.0,352.0,Noon
11124,2012-04-13,Summer,2012,Apr,16,No,Fri,Working Day,Clear,22.96,26.515,26.0,16.997899999999998,113.0,350.0,463.0,Noon
11125,2012-04-13,Summer,2012,Apr,17,No,Fri,Working Day,Clear,22.96,26.515,24.0,11.0014,114.0,499.0,642.5,Noon
11126,2012-04-13,Summer,2012,Apr,18,No,Fri,Working Day,Clear,22.14,25.759999999999998,26.0,8.9981,107.0,499.0,642.5,Afternoon
11127,2012-04-13,Summer,2012,Apr,19,No,Fri,Working Day,Clear,22.14,25.759999999999998,24.0,11.0014,75.0,352.0,427.0,Afternoon
11128,2012-04-13,Summer,2012,Apr,20,No,Fri,Working Day,Clear,20.5,24.240000000000002,28.999999999999996,8.9981,44.0,242.0,286.0,Afternoon
11129,2012-04-13,Summer,2012,Apr,21,No,Fri,Working Day,Clear,20.5,24.240000000000002,36.0,0.0,36.0,153.0,189.0,Afternoon
11130,2012-04-13,Summer,2012,Apr,22,No,Fri,Working Day,Clear,18.04,21.97,62.0,7.0015,34.0,181.0,215.0,Afternoon
11131,2012-04-13,Summer,2012,Apr,23,No,Fri,Working Day,Clear,17.22,21.21,62.0,6.0032,35.0,163.0,198.0,Afternoon
11132,2012-04-14,Summer,2012,Apr,0,No,Sat,Holiday,Clear,16.400000000000002,20.455000000000002,57.99999999999999,8.9981,11.0,85.0,96.0,Midnight
11133,2012-04-14,Summer,2012,Apr,1,No,Sat,Holiday,Clear,16.400000000000002,20.455000000000002,57.99999999999999,8.9981,10.0,60.0,70.0,Midnight
11134,2012-04-14,Summer,2012,Apr,2,No,Sat,Holiday,Clear,15.58,19.695,66.0,8.9981,3.0,53.0,56.0,Midnight
11135,2012-04-14,Summer,2012,Apr,3,No,Sat,Holiday,Clear,14.76,18.18,66.0,6.0032,6.0,26.0,32.0,Midnight
11136,2012-04-14,Summer,2012,Apr,4,No,Sat,Holiday,Clear,14.76,18.18,71.0,7.0015,5.0,9.0,14.0,Midnight
11137,2012-04-14,Summer,2012,Apr,5,No,Sat,Holiday,Clear,14.76,18.18,66.0,7.0015,2.0,5.0,7.0,Midnight
11138,2012-04-14,Summer,2012,Apr,6,No,Sat,Holiday,Clear,13.940000000000001,16.665,76.0,11.0014,2.0,19.0,21.0,Morning
11139,2012-04-14,Summer,2012,Apr,7,No,Sat,Holiday,Clear,14.76,18.18,71.0,7.0015,8.0,56.0,64.0,Morning
11140,2012-04-14,Summer,2012,Apr,8,No,Sat,Holiday,Clear,14.76,17.424999999999997,71.0,8.9981,24.0,136.0,160.0,Morning
11141,2012-04-14,Summer,2012,Apr,9,No,Sat,Holiday,Clear,17.22,21.21,54.0,8.9981,59.0,206.0,265.0,Morning
11142,2012-04-14,Summer,2012,Apr,10,No,Sat,Holiday,Clear,18.86,22.725,51.0,11.0014,114.0,267.0,406.0,Morning
11143,2012-04-14,Summer,2012,Apr,11,No,Sat,Holiday,Clear,21.32,25.0,45.0,12.998000000000001,114.0,357.0,564.0,Morning
